pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
SL,4/2/2024,83.3,-1.56,5.71,"France, Ty",664034,669456,double,hit_into_play,,,,,6,Ty France doubles (1) on a sharp fly ball to right fielder Will Brennan.,R,R,R,SEA,CLE,X,9,fly_ball,0,0,2024,0.26,0.01,0.44,2.21,,,,0,5,Bot,158.32,45.42,,,,,4.124053074,-121.5317725,-1.801951327,1.972542864,18.25641914,-31.96385989,3.29,1.5,387,105.9,30,84.8,2537,6.6,745273,595978,647304,665926,608070,677587,680757,671289,686823,53.89,0.886,1.801,1.25,1,1,1,6,39,1,Slider,0,4,0,4,4,0,0,4,Standard,Standard,92,0.049,0.622,,,3.495,-0.622,105.9,-4,-4,0.111,0.111,29,29,29,30,2,1,5,1,,1,3.2,-0.26,-0.26,42
FC,4/2/2024,85.2,-1.98,5.99,"Tovar, Ezequiel",678662,665871,,called_strike,,,,,9,Ezequiel Tovar singles on a line drive to left fielder Ian Happ.,R,R,R,CHC,COL,S,,,0,0,2024,0.31,1.01,0.81,1.69,,,,0,5,Top,,,,,,,5.973039785,-123.9492237,-5.842356733,2.013239404,24.65580021,-20.82365254,3.2,1.58,,,,85.6,2032,6.6,746898,665804,643265,663538,663611,621020,664023,641355,673548,53.92,,,,,,,,43,1,Cutter,7,0,0,7,0,7,0,7,Standard,Standard,182,0,-0.033,,,,0.033,,7,-7,0.981,0.019,26,22,27,23,2,1,,1,6,1,2.13,-0.31,-0.31,49.4
SI,4/2/2024,94,-2.3,6.08,"Schanuel, Nolan",694384,663773,,called_strike,,,,,7,Nolan Schanuel grounds out to first baseman Jake Burger.,R,L,R,MIA,LAA,S,,,0,0,2024,-1.26,0.63,-0.32,1.85,,,592273,2,9,Top,,,,,,,8.074968156,-136.5668385,-6.755801473,-17.57687622,29.07425829,-22.924856,3.51,1.73,,,,95.7,1854,7.3,746086,663743,669394,650333,681146,641313,650559,665862,541645,53.23,,,,,,,,63,1,Sinker,0,3,3,0,3,0,3,0,Standard,Standard,232,0,-0.039,,,,0.039,,-3,3,0.035,0.965,27,22,28,22,2,3,4,1,4,1,1.95,1.26,-1.26,35.9
SL,4/2/2024,84.9,2.95,5.5,"Cooper, Garrett",643265,607536,,called_strike,,,,,4,Garrett Cooper strikes out swinging.,R,R,L,CHC,COL,S,,,0,0,2024,-0.17,0.29,-0.39,2.53,,621020,664023,0,3,Bot,,,,,,,-7.505604255,-123.4472022,-1.156898338,-0.086074366,26.71327549,-29.18642229,3.46,1.74,,,,85.1,2351,6.6,746898,553869,669911,663898,641857,678662,666134,686668,592178,53.87,,,,,,,,27,1,Slider,4,0,4,0,0,4,4,0,Standard,Standard,195,0,-0.09,,,,0.09,,4,4,0.929,0.929,31,33,31,34,2,1,5,3,6,6,2.9,-0.17,0.17,18.6
FF,4/2/2024,95.1,2.17,5.95,"Ward, Taylor",621493,666200,,called_strike,,,,,9,Taylor Ward strikes out swinging.,R,R,L,MIA,LAA,S,,,1,1,2024,1.44,1.11,0.29,1.6,,,,2,4,Top,,,,,,,-8.075791812,-138.0404697,-8.081873838,20.31225633,34.08908381,-16.25532062,3.3,1.61,,,,93.6,2112,5.8,746086,663743,669394,650333,681146,641313,650559,665862,541645,54.71,,,,,,,,24,3,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,131,0,-0.025,,,,0.025,,-1,1,0.41,0.59,26,30,27,31,2,1,5,1,6,1,1.44,1.44,-1.44,38.6
SL,4/2/2024,88.1,-0.72,6.2,"Rojas, Johan",679032,668933,,ball,,,,,14,"Johan Rojas grounds out, third baseman Jeimer Candelario to first baseman Christian Encarnacion-Strand.",R,R,R,PHI,CIN,B,,,0,1,2024,0.8,0.22,0.1,-0.05,,,,1,5,Bot,,,,,,,0.331905476,-128.2130825,-9.471126954,8.882834605,23.26388519,-28.23745691,3.23,1.59,,,,87.4,2686,5.5,745598,663886,687952,663697,600869,682829,668715,666181,641584,54.95,,,,,,,,36,2,Slider,2,1,2,1,1,2,2,1,Standard,Standard,45,0,0.015,,,,-0.015,,1,1,0.692,0.692,26,23,26,24,2,1,,1,6,1,2.69,-0.8,-0.8,50.1
FC,4/2/2024,90.4,1.08,6.2,"Hampson, Garrett",641658,608344,,ball,,,,,13,Garrett Hampson flies out to left fielder Colton Cowser.,R,R,L,BAL,KC,B,,,2,2,2024,0.34,0.84,-1.14,1.07,,,,0,4,Top,,,,,,,-6.266153611,-131.2753491,-8.597153829,5.329780841,29.23275483,-20.78877851,3.44,1.63,,,,90.6,2057,6.6,747057,668939,663624,643393,676059,683002,681297,656775,656811,53.88,,,,,,,,27,5,Cutter,1,3,3,1,3,1,3,1,Standard,Standard,144,0,0.096,,,,-0.096,,-2,2,0.262,0.738,30,29,30,30,2,1,,2,8,4,1.97,0.34,-0.34,40.2
FC,4/2/2024,85.6,3.32,4.94,"Chapman, Matt",656305,642232,field_out,hit_into_play,,,,,7,Matt Chapman lines out sharply to left fielder Enrique HernÃ¡ndez.,R,R,L,LAD,SF,X,7,line_drive,2,2,2024,0.22,0.79,-0.77,2,,,,2,5,Top,53.2,104.28,,,,,-10.03357299,-124.4259222,-2.313169105,3.996214799,21.09235013,-23.68589004,3.54,1.69,295,109.2,16,85.7,1848,6.1,746169,669257,518692,666158,571970,605141,571771,681546,606192,54.43,0.634,0.745,0,1,0,0,6,41,6,Cutter,5,2,2,5,2,5,2,5,Standard,Standard,125,0.009,-0.084,,,1.158,0.084,109.2,3,-3,0.883,0.117,32,31,33,31,2,2,5,1,5,1,2.29,0.22,-0.22,12.2
SI,4/2/2024,91.4,-1.5,6.03,"Benson, Will",666181,620982,strikeout,called_strike,,,,,7,Will Benson called out on strikes.,R,L,R,PHI,CIN,S,2,,2,2,2024,-1.42,0.5,-0.62,1.95,,663697,,0,8,Top,,,,,,,5.22292147,-132.9207903,-5.418371528,-17.90166189,30.10093042,-25.2166552,3.73,1.82,,,,90.6,2099,6,745598,596117,547180,681082,664761,607208,669016,679032,592206,54.55,,0,0,1,0,0,,62,6,Sinker,8,2,2,8,2,8,2,8,Strategic,Standard,229,0.007,-0.395,,,,0.395,,6,-6,0.985,0.015,30,26,30,26,2,3,,1,7,1,2.24,1.42,-1.42,41.2
FF,4/2/2024,92.1,-1.73,6.38,"Hoerner, Nico",663538,683627,field_out,hit_into_play,,,,,1,Nico Hoerner lines out to center fielder Brenton Doyle.,R,R,R,CHC,COL,X,8,line_drive,2,0,2024,-0.7,1.45,-0.28,2.78,643265,,,2,8,Bot,125.37,77.58,,,,,5.174859363,-133.9174038,-6.387974701,-9.530919742,31.04526721,-13.51272384,3.2,1.56,340,94.2,22,91.7,1950,6.3,746898,553869,669911,663898,676701,678662,666134,686668,592178,54.23,0.151,0.161,0,1,0,0,3,79,3,4-Seam Fastball,12,2,12,2,2,12,12,2,Strategic,Standard,219,0,-0.433,,,0.261,0.433,94.2,10,10,1,1,22,27,22,27,2,5,5,1,12,1,1.25,0.7,0.7,48.1
SL,4/2/2024,79.8,3.12,5.05,"Arozarena, Randy",668227,571760,field_out,hit_into_play,,,,,4,Randy Arozarena pops out to first baseman Jared Walsh.,R,R,L,TB,TEX,X,3,popup,0,2,2024,-0.39,-0.05,-0.65,2.14,650490,,623912,1,3,Bot,143.84,165.47,,,,,-7.552628445,-116.1110296,0.392042788,-2.194263881,20.48925045,-32.93258273,3.26,1.55,82,76.8,74,80,2323,6.3,745111,641680,665120,543760,669701,608369,694497,665750,666969,54.21,0.001,0,0,1,0,0,3,23,4,Slider,1,0,1,0,0,1,1,0,Standard,Standard,315,-0.06,-0.05,,,0.001,0.05,88,1,1,0.733,0.733,33,29,33,29,2,1,,1,6,1,3.62,-0.39,0.39,32.1
SI,4/2/2024,94.6,-1.98,5.89,"PeÃ±a, Jeremy",665161,621244,,called_strike,,,,,4,"Jeremy PeÃ±a grounds into a double play, shortstop Bo Bichette to second baseman Isiah Kiner-Falefa to first baseman Vladimir Guerrero Jr.  Chas McCormick out at 2nd.    Jeremy PeÃ±a out at 1st.",R,R,R,HOU,TOR,S,,,3,0,2024,-1.49,1.06,-0.56,2.84,,673237,676801,1,5,Bot,,,,,,,7.045123751,-137.4833886,-4.598930512,-20.51888146,33.11828133,-17.92096886,3.52,1.77,,,,94.3,2154,6.4,746411,672386,665489,643396,676391,666182,676914,595281,543807,54.12,,,,,,,,35,4,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,223,0,-0.145,,,,0.145,,1,1,0.747,0.747,30,26,30,27,2,1,5,1,6,1,1.51,1.49,1.49,42.2
CH,4/2/2024,80.9,1.66,6.21,"GarcÃ­a, AvisaÃ­l",541645,542881,,foul,,,,,5,"AvisaÃ­l GarcÃ­a grounds out, second baseman Brandon Drury to first baseman Nolan Schanuel.",R,R,L,MIA,LAA,S,,,0,1,2024,1.24,1.3,0.26,2.4,,,,1,5,Bot,,,,,,,-5.441572036,-117.5666559,-4.26289254,12.4999009,23.57879814,-19.5086722,3.42,1.72,202,87.7,59,80.4,2016,6.1,746086,681351,694384,592273,543685,687263,621493,545361,543305,54.38,,,,,,,,33,2,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,140,0,-0.036,,,,0.036,88,-1,-1,0.373,0.373,34,33,35,33,2,1,,1,6,1,2.21,1.24,-1.24,57.1
SI,4/2/2024,91.9,1.8,4.78,"Reyes, Pablo",622569,622072,,ball,,,,,11,Pablo Reyes singles on a line drive to center fielder JJ Bleday.   Tyler O'Neill scores.    Rafael Devers to 3rd.    Pablo Reyes to 2nd.,R,R,L,OAK,BOS,B,,,1,2,2024,1.37,0.89,-0.9,3.21,,641933,646240,1,3,Top,,,,,,,-9.79730703,-133.5088391,-0.074606885,18.51068899,27.65020847,-21.68466491,3.32,1.58,,,,91.9,2068,6.3,745680,669127,676116,680869,605204,669397,664913,668709,671732,54.2,,,,,,,,22,6,Sinker,2,2,2,2,2,2,2,2,Standard,Standard,117,0,0.068,,,,-0.068,,0,0,0.457,0.543,33,30,33,31,2,1,5,3,7,3,1.81,1.37,-1.37,15.8
SI,4/2/2024,91.9,-1.9,5.88,"Taveras, Leody",665750,621107,,called_strike,,,,,9,"Leody Taveras grounds out, first baseman Yandy DÃ­az to pitcher Zach Eflin.",R,L,R,TB,TEX,S,,,1,0,2024,-1.51,0.24,0.36,2.29,,,,2,5,Top,,,,,,,9.118133196,-133.3253644,-3.709693602,-20.09424909,33.00032471,-28.584929,3.67,1.86,,,,92.5,2193,7.2,745111,650907,650490,678554,670623,676609,668227,642350,642708,53.35,,,,,,,,34,2,Sinker,1,0,0,1,0,1,0,1,Infield shade,Standard,229,0,-0.02,,,,0.02,,1,-1,0.699,0.301,30,25,30,26,2,1,5,2,6,1,2.5,1.51,-1.51,31
SI,4/2/2024,92.6,-2.24,5.82,"Westburg, Jordan",676059,679525,field_out,hit_into_play,,,,,5,"Jordan Westburg grounds out sharply, shortstop Bobby Witt Jr.  to first baseman Vinnie Pasquantino.",R,R,R,BAL,KC,X,6,ground_ball,0,0,2024,-1.6,0.62,0.13,2.41,,,,0,5,Bot,115.65,149.57,,,,,9.518562678,-134.4565949,-4.202920075,-21.54377568,30.11425183,-23.86704233,3.42,1.64,5,100.6,-24,92.1,2304,6.2,747057,666023,686469,679845,672580,677951,676369,641658,592669,54.32,0.154,0.156,0,1,0,0,2,40,1,Sinker,1,4,1,4,4,1,1,4,Standard,Standard,221,-0.025,-0.228,,,0.17,0.228,100.6,-3,-3,0.179,0.179,26,25,26,25,2,1,,1,5,1,2.05,1.6,1.6,32.5
FF,4/2/2024,91.1,-2.03,6.8,"Merrill, Jackson",701538,571945,field_out,hit_into_play,,,,,2,Jackson Merrill lines out to left fielder Michael Siani.,R,L,R,SD,STL,X,7,line_drive,0,0,2024,-0.4,1.43,0.04,2.99,,642180,,1,4,Bot,65.33,112.58,,,,,6.045254223,-132.4217643,-6.712737757,-5.974285,28.8645852,-14.05012348,3.49,1.6,263,90.3,19,90.8,2204,6.2,745439,575929,502671,680977,571448,691026,672279,687363,691023,54.29,0.466,0.422,0,1,0,0,4,32,1,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,208,-0.032,-0.321,,,0.535,0.321,90.3,1,1,0.709,0.709,35,21,36,21,2,1,5,1,6,1,1.32,0.4,-0.4,55.5
ST,4/2/2024,82.4,-1.94,5.75,"Fraley, Jake",641584,605513,,called_strike,,,,,5,Jake Fraley strikes out swinging.,R,L,R,PHI,CIN,S,,,1,0,2024,1.45,0.62,-0.09,2.15,,,,1,4,Top,,,,,,,1.392109385,-120.1808414,-2.9789756,14.02812121,19.85751043,-25.7896021,3.32,1.53,,,,82.6,2616,6,745598,596117,547180,681082,664761,607208,669016,679032,592206,54.55,,,,,,,,25,2,Sweeper,1,1,1,1,1,1,1,1,Strategic,Standard,94,0,-0.032,,,,0.032,,0,0,0.527,0.473,31,29,32,29,2,1,,2,6,1,2.68,-1.45,1.45,23.9
FF,4/2/2024,89.6,-1.65,5.74,"Fraley, Jake",641584,605513,,ball,,,,,14,Jake Fraley strikes out swinging.,R,L,R,PHI,CIN,B,,,0,0,2024,0.07,0.76,1.12,0.74,,,,1,4,Top,,,,,,,6.712722976,-130.1891235,-8.002844334,-0.498186818,25.82597168,-22.04699568,3.32,1.65,,,,90,2574,6.5,745598,596117,547180,681082,664761,607208,669016,679032,592206,54.01,,,,,,,,25,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Strategic,Standard,218,0,0.025,,,,-0.025,,0,0,0.527,0.473,31,29,32,29,2,1,,2,6,1,2.07,-0.07,0.07,24
FF,4/2/2024,94.3,2.39,6.24,"Ozuna, Marcell",542303,676979,field_out,hit_into_play,,,,,4,Marcell Ozuna lines out sharply to left fielder Andrew Benintendi.,R,R,L,CWS,ATL,X,7,line_drive,0,1,2024,0.38,1.39,-0.38,2.93,,,,0,5,Top,74.1,77.99,,,,,-8.106535989,-136.9946196,-6.053341499,6.470593545,29.15977707,-13.53238548,3.51,1.73,327,100,20,95.4,2446,6.9,746814,455117,683734,670032,660162,669699,643217,673357,666150,53.58,0.331,0.398,0,1,0,0,5,28,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,136,0.03,-0.195,,,0.639,0.195,100,0,0,0.5,0.5,25,33,25,34,2,1,5,1,5,3,1.18,0.38,-0.38,36.8
FF,4/2/2024,95.5,-1.69,5.4,"Bauers, Jake",641343,686973,field_out,hit_into_play,,,,,7,"Jake Bauers grounds out, third baseman Willi Castro to first baseman Carlos Santana.",R,L,R,MIL,MIN,X,5,ground_ball,1,1,2024,-0.82,1.05,-0.56,2.17,,,,1,3,Bot,111.67,165.14,,,,,4.87870315,-138.9478486,-5.308962371,-11.6829151,30.8142732,-17.63145378,3.48,1.63,39,105.3,-1,96.5,2100,6.8,746009,543877,467793,666397,650489,621043,670242,621439,596146,53.66,0.497,0.466,0,1,0,0,4,24,3,4-Seam Fastball,2,0,2,0,0,2,2,0,Infield shade,Standard,214,-0.011,-0.154,,,0.546,0.154,105.3,2,2,0.757,0.757,26,28,27,29,2,1,,3,7,3,1.45,0.82,-0.82,40.4
CU,4/2/2024,69.8,-1.56,5.54,"Donovan, Brendan",680977,506433,,ball,,,,,11,Brendan Donovan walks.,R,L,R,SD,STL,B,,,1,2,2024,0.87,-1.13,-1.72,3.58,,,,1,6,Top,,,,,,,-1.731814078,-101.3966296,5.936787811,6.237790314,18.19108917,-41.24769795,3.21,1.37,,,,70,2445,6.8,745439,669134,630105,593428,642180,673490,595777,701538,665487,53.74,,,,,,,,42,6,Curveball,2,1,1,2,1,2,1,2,Strategic,Standard,36,0,0.027,,,,-0.027,,1,-1,0.703,0.297,37,27,38,27,3,2,5,1,6,1,5.87,-0.87,0.87,48.4
CH,4/2/2024,77.7,3.19,5.08,"Chapman, Matt",656305,642232,,ball,,,,,14,Matt Chapman lines out sharply to left fielder Enrique HernÃ¡ndez.,R,R,L,LAD,SF,B,,,1,2,2024,1.17,0.49,1.46,1.71,,,,2,5,Top,,,,,,,-5.895945225,-113.0820499,-1.253220706,11.06786816,18.95028322,-27.93850481,3.63,1.7,,,,78.7,1668,6.8,746169,669257,518692,666158,571970,605141,571771,681546,606192,53.72,,,,,,,,41,5,Changeup,5,2,2,5,2,5,2,5,Standard,Standard,87,0,0.015,,,,-0.015,,3,-3,0.883,0.117,32,31,33,31,2,2,5,1,5,1,3.26,1.17,-1.17,15
FC,4/2/2024,85.1,1.91,6.19,"GarcÃ­a, AvisaÃ­l",541645,542881,,called_strike,,,,,6,"AvisaÃ­l GarcÃ­a grounds out, second baseman Brandon Drury to first baseman Nolan Schanuel.",R,R,L,MIA,LAA,S,,,0,0,2024,-0.07,1.22,0.38,2.47,,,,1,5,Bot,,,,,,,-3.443774695,-123.9032882,-4.905714928,-0.067890726,22.71620506,-18.82635296,3.24,1.7,,,,85.3,2359,6.2,746086,681351,694384,592273,543685,687263,621493,545361,543305,54.28,,,,,,,,33,1,Cutter,0,1,0,1,1,0,0,1,Standard,Standard,167,0,-0.023,,,,0.023,,-1,-1,0.373,0.373,34,33,35,33,2,1,,1,6,1,1.9,-0.07,0.07,53.2
SI,4/2/2024,95.5,-1.79,5.24,"Brown, Seth",664913,678394,field_out,hit_into_play,,,,,5,Seth Brown flies out to left fielder Jarren Duran.,R,L,R,OAK,BOS,X,7,fly_ball,2,2,2024,-1.49,0.11,0.2,2.86,,,,0,4,Bot,46.91,110.86,,,,,8.57722881,-138.9144382,-0.870120098,-21.27090798,30.66111193,-30.79021405,3.48,1.67,293,84.5,30,95.4,1939,6.2,745680,657136,666915,622569,646240,596115,680776,678882,641933,54.29,0.034,0.039,0,1,0,0,3,34,5,Sinker,4,3,4,3,3,4,4,3,Infield shade,Standard,242,-0.02,-0.203,,,0.066,0.203,88,1,1,0.69,0.69,25,31,25,32,2,1,5,1,7,1,2.39,1.49,-1.49,23.7
ST,4/2/2024,80,-2.05,5.95,"Taveras, Leody",665750,621107,,ball,,,,,14,"Leody Taveras grounds out, first baseman Yandy DÃ­az to pitcher Zach Eflin.",R,L,R,TB,TEX,B,,,0,0,2024,1.12,0.04,0.85,1.78,,,,2,5,Top,,,,,,,4.274632895,-116.3298967,-2.409733976,9.08162486,26.33959233,-31.50873321,3.72,1.84,,,,79.3,2419,6.3,745111,650907,650490,678554,670623,676609,668227,642350,642708,54.18,,,,,,,,34,1,Sweeper,1,0,0,1,0,1,0,1,Infield shade,Standard,70,0,0.015,,,,-0.015,,1,-1,0.699,0.301,30,25,30,26,2,1,5,2,6,1,3.59,-1.12,1.12,30.2
SI,4/2/2024,90.5,2.82,5.43,"Happ, Ian",664023,607536,single,hit_into_play,,,,,14,Ian Happ singles on a ground ball to right fielder Kris Bryant.   Dansby Swanson to 2nd.,R,R,L,CHC,COL,X,9,ground_ball,2,1,2024,1.28,0.44,0.85,2.48,,,621020,0,3,Bot,174.39,122.96,,,,,-7.6856441,-131.5962499,-2.370731033,16.50418284,27.92839872,-26.71106216,3.42,1.58,57,91,1,90.9,2040,6.6,746898,553869,669911,663898,641857,678662,666134,686668,592178,53.92,0.351,0.327,0.9,1,1,0,2,26,4,Sinker,4,0,4,0,0,4,4,0,Standard,Standard,135,0.016,0.62,,,0.401,-0.62,91,4,4,0.913,0.913,31,29,31,30,2,1,5,1,6,1,2.34,1.28,-1.28,18.1
CH,4/2/2024,84,-1.86,6.22,"Hoerner, Nico",663538,683627,,ball,,,,,13,Nico Hoerner lines out to center fielder Brenton Doyle.,R,R,R,CHC,COL,B,,,1,0,2024,-1.49,0.76,-0.14,1.25,643265,,,2,8,Bot,,,,,,,6.97021151,-122.0508695,-6.591506622,-16.32051548,24.93316826,-23.43286311,3.11,1.54,,,,83.9,1881,6.4,746898,553869,669911,663898,676701,678662,666134,686668,592178,54.08,,,,,,,,79,2,Changeup,12,2,12,2,2,12,12,2,Strategic,Standard,225,0,0.067,,,,-0.067,,10,10,1,1,22,27,22,27,2,5,5,1,12,1,2.49,1.49,1.49,47.6
FC,4/2/2024,86.3,-1.73,5.91,"DÃ­az, Elias",553869,665871,force_out,hit_into_play,,,,,6,"Elias DÃ­az grounds into a force out, third baseman Nick Madrigal to second baseman Nico Hoerner.   Ryan McMahon out at 2nd.",R,R,R,CHC,COL,X,5,ground_ball,1,0,2024,0.47,0.35,0.58,2.61,,,641857,2,4,Top,99.35,162.9,,,,,4.547789984,-125.6352033,-2.311746458,3.960835577,27.56032195,-28.16802964,3.15,1.44,13,76.4,-11,86.6,2020,6.6,746898,665804,643265,663538,663611,621020,664023,641355,673548,53.88,0.06,0.047,0,1,0,0,2,35,2,Cutter,6,0,0,6,0,6,0,6,Standard,Standard,158,0.006,-0.256,,,0.069,0.256,88,6,-6,0.966,0.034,26,33,27,34,2,1,,1,6,3,2.72,-0.47,-0.47,51.3
SI,4/2/2024,90.8,2.02,5.13,"Reyes, Pablo",622569,622072,,foul,,,,,12,Pablo Reyes singles on a line drive to center fielder JJ Bleday.   Tyler O'Neill scores.    Rafael Devers to 3rd.    Pablo Reyes to 2nd.,R,R,L,OAK,BOS,S,,,1,2,2024,1.48,1.11,0.87,3.42,,641933,646240,1,3,Top,,,,,,,-5.9957822,-132.0133374,-0.67376223,18.61722348,30.10680141,-19.3763676,3.35,1.64,239,76.1,31,89.9,1983,5.9,745680,669127,676116,680869,605204,669397,664913,668709,671732,54.57,,,,,,,,22,5,Sinker,2,2,2,2,2,2,2,2,Standard,Standard,123,0,0,,,,0,88,0,0,0.457,0.543,33,30,33,31,2,1,5,3,7,3,1.68,1.48,-1.48,24
CU,4/2/2024,76.4,1.27,6.15,"Hampson, Garrett",641658,608344,,called_strike,,,,,14,Garrett Hampson flies out to left fielder Colton Cowser.,R,R,L,BAL,KC,S,,,2,1,2024,-0.78,-0.18,0.85,2.42,,,,0,4,Top,,,,,,,0.510865595,-111.2362407,-0.400209724,-6.514441782,22.48925755,-33.85099888,3.46,1.61,,,,75.8,2162,6.1,747057,668939,663624,643393,676059,683002,681297,656775,656811,54.37,,,,,,,,27,4,Curveball,1,3,3,1,3,1,3,1,Standard,Standard,319,0,-0.062,,,,0.062,,-2,2,0.262,0.738,30,29,30,30,2,1,,2,8,4,4.13,-0.78,0.78,39
SL,4/2/2024,80.9,3.15,5.07,"Arozarena, Randy",668227,571760,,foul,,,,,13,Randy Arozarena pops out to first baseman Jared Walsh.,R,R,L,TB,TEX,S,,,0,2,2024,-0.21,-0.27,-0.66,1.19,650490,,623912,1,3,Bot,,,,,,,-8.083856323,-117.4551398,-1.387482534,-0.229436919,24.46420509,-34.64486471,3.26,1.55,5,82.8,-16,80.4,2512,6.3,745111,641680,665120,543760,669701,608369,694497,665750,666969,54.2,,,,,,,,23,3,Slider,1,0,1,0,0,1,1,0,Standard,Standard,295,0,0,,,,0,88,1,1,0.733,0.733,33,29,33,29,2,1,,1,6,1,3.8,-0.21,0.21,29.5
CU,4/2/2024,82.2,0.75,5.98,"Kiermaier, Kevin",595281,664285,,blocked_ball,,,,,13,Kevin Kiermaier strikes out swinging.,R,L,L,HOU,TOR,B,,,1,2,2024,-0.81,-1.26,-0.96,0.4,,,643396,2,5,Top,,,,,,,-2.307415558,-119.6260594,-3.528494246,-7.121610034,27.57666321,-43.55400079,3.37,1.61,,,,81.5,2910,6.3,746411,605170,547989,514888,608324,665161,670541,676801,663656,54.25,,,,,,,,31,4,Curveball,1,0,0,1,0,1,0,1,Infield shade,Standard,318,0,0.032,,,,-0.032,,1,-1,0.68,0.32,30,34,31,34,2,1,5,1,26,1,4.69,-0.81,-0.81,42.6
SL,4/2/2024,84.1,-2.18,4.98,"Brennan, Will",686823,622491,,foul,,,,,8,Will Brennan singles on a ground ball to right fielder Mitch Haniger.   JosÃ© RamÃ­rez scores.    Will Brennan to 2nd.  Fielding error by right fielder Mitch Haniger.,R,L,R,SEA,CLE,S,,,0,0,2024,0.18,0.07,0.08,1.92,,,608070,2,4,Top,,,,,,,4.806846403,-122.5637863,-0.916470346,0.98214026,21.60921672,-31.52799768,3.4,1.55,121,65.9,71,83.1,2177,5.3,745273,663728,664034,593871,668942,641487,686527,677594,571745,55.18,,,,,,,,26,1,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,232,0,-0.039,,,,0.039,88,0,0,0.531,0.469,31,26,32,26,2,1,5,1,6,1,3.12,-0.18,0.18,15.4
SL,4/2/2024,84.9,-1.56,5.66,"Raleigh, Cal",663728,669456,strikeout,foul_tip,,,,,5,Cal Raleigh strikes out on a foul tip.,R,L,R,SEA,CLE,S,2,,2,2,2024,0.2,0.11,0.12,2.61,,641598,,2,4,Bot,,,,,,,3.537877967,-123.7268313,-1.135907744,1.52572337,20.69187558,-31.03202511,3.57,1.65,,,,85.8,2547,6.4,745273,595978,647304,665926,608070,677587,680757,671289,686823,54.09,,0,0,1,0,0,,32,5,Slider,0,3,0,3,3,0,0,3,Infield shade,Strategic,62,-0.031,-0.277,,,,0.277,,-3,-3,0.185,0.185,29,27,29,28,2,1,5,1,,3,3,-0.2,0.2,41
SI,4/2/2024,92.9,-2.37,6.08,"SanÃ³, Miguel",593934,663773,field_out,hit_into_play,,,,,8,Miguel SanÃ³ lines out to right fielder AvisaÃ­l GarcÃ­a.,R,R,R,MIA,LAA,X,9,line_drive,3,2,2024,-1.26,0.51,-0.14,2.15,,,592273,1,9,Top,189.7,102.29,,,,,8.596445575,-134.9512596,-5.444348491,-17.211139,29.12066978,-24.94000289,3.66,1.8,288,99.6,16,94.2,1920,7.1,746086,663743,669394,650333,681146,641313,650559,665862,541645,53.37,0.563,0.588,0,1,0,0,4,62,7,Sinker,0,3,3,0,3,0,3,0,Infield shade,Standard,229,0.004,-0.365,,,0.832,0.365,99.6,-3,3,0.031,0.969,27,31,28,31,2,3,4,3,4,1,2.14,1.26,1.26,35.2
