pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
SI,4/2/2024,94.8,-1.91,5.3,"Bleday, JJ",668709,678394,,called_strike,,,,,7,JJ Bleday walks.   Nick Allen to 2nd.,R,L,R,OAK,BOS,S,,,3,0,2024,-1.43,0.62,-0.39,1.93,,,669397,2,5,Bot,,,,,,,7.150664641,-137.9191456,-4.542496234,-19.88023327,29.64112704,-23.39143364,3.22,1.57,,,,94.9,1969,6.3,745680,657136,666915,622569,646240,596115,680776,678882,641933,54.24,,,,,,,,44,4,Sinker,4,3,4,3,3,4,4,3,Infield shade,Standard,239,0,-0.038,,,,0.038,,1,1,0.689,0.689,25,26,25,27,3,2,5,1,7,1,1.91,1.43,-1.43,30.1
FF,4/2/2024,92.1,0.77,5.83,"SuÃ¡rez, Eugenio",553993,641482,strikeout,called_strike,,,,,13,Eugenio SuÃ¡rez called out on strikes.,R,R,L,AZ,NYY,S,2,,2,2,2024,0.14,1.72,-0.97,2.06,,,,2,5,Bot,,,,,,,-4.695492727,-133.9291979,-7.411952824,2.704366965,29.9923766,-10.08241366,3.45,1.64,,,,91.7,2268,6.2,747220,624431,519203,650402,665828,683011,657077,592450,665742,54.34,,0,0,1,0,0,,41,5,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,159,-0.004,-0.084,,,,0.084,,3,3,0.876,0.876,29,32,30,33,3,2,5,1,6,1,0.98,0.14,-0.14,53.7
CU,4/2/2024,78.4,3.13,5.24,"DÃ­az, Yandy",650490,571760,,ball,,,,,13,Yandy DÃ­az reaches on a fielding error by first baseman Jared Walsh.,R,R,L,TB,TEX,B,,,1,2,2024,-0.86,-0.57,-0.7,1.24,,,,2,5,Bot,,,,,,,-6.652641214,-113.9285067,-0.635374686,-6.036761263,23.50769177,-37.23253794,3.47,1.68,,,,77.7,2692,6.1,745111,641680,665120,543760,669701,608369,694497,665750,666969,54.39,,,,,,,,37,4,Curveball,1,0,1,0,0,1,1,0,Standard,Standard,327,0,0.015,,,,-0.015,,1,1,0.677,0.677,33,32,33,33,3,2,,1,6,1,4.33,-0.86,0.86,38.2
SL,4/2/2024,84.8,-1.5,5.65,"Garver, Mitch",641598,669456,,swinging_strike,,,,,9,Mitch Garver strikes out swinging.,R,R,R,SEA,CLE,S,,,0,1,2024,0.22,0.08,0.77,1.6,,571745,,2,6,Bot,,,,,,,4.901901829,-123.5391726,-3.424974078,1.423435989,20.65989196,-30.89997532,3.42,1.57,,,,86.1,2484,6.7,745273,595978,647304,665926,608070,677587,680757,671289,686823,53.83,,,,,,,,51,2,Slider,0,4,0,4,4,0,0,4,Standard,Standard,143,0,-0.074,,,,0.074,,-4,-4,0.073,0.073,29,33,29,33,3,2,5,1,,1,3.04,-0.22,-0.22,40.2
SL,4/2/2024,84.8,2.26,5.81,"Neto, Zach",687263,666200,,foul,,,,,13,Zach Neto doubles (1) on a line drive to left fielder Bryan De La Cruz.,R,R,L,MIA,LAA,S,,,2,2,2024,0.14,0.29,-0.2,1.36,,,,0,6,Top,,,,,,,-5.96625568,-123.3920559,-4.635443351,2.567361836,23.62873018,-28.47045801,3.54,1.68,3,114.6,-25,83.9,2484,5.6,746086,663743,669394,650333,681146,641313,650559,665862,541645,54.89,,,,,,,,35,5,Slider,0,1,1,0,1,0,1,0,Standard,Standard,38,0,0,,,,0,114.6,-1,1,0.333,0.667,26,23,27,23,2,1,5,1,6,1,2.87,0.14,-0.14,35.9
CH,4/2/2024,87.5,-2.15,4.91,"Brennan, Will",686823,622491,,swinging_strike,,,,,8,"Will Brennan grounds out, third baseman Josh Rojas to first baseman Ty France.",R,L,R,SEA,CLE,S,,,1,1,2024,-1.37,-0.19,-0.05,1.66,,,,0,6,Top,,,,,,,7.726904715,-127.3201624,-1.383882988,-16.46190435,22.60318852,-34.21294607,3.4,1.55,,,,86.4,1737,5.3,745273,663728,664034,593871,668942,641487,686527,677594,571745,55.19,,,,,,,,43,3,Changeup,0,4,4,0,4,0,4,0,Standard,Standard,265,0,-0.051,,,,0.051,,-4,4,0.074,0.926,31,26,32,26,3,2,5,1,6,1,3.14,1.37,-1.37,10.9
SI,4/2/2024,94.4,0.58,6.08,"Kiermaier, Kevin",595281,664285,,ball,,,,,13,"Kevin Kiermaier grounds into a force out, shortstop Jeremy PeÃ±a to second baseman Jose Altuve.   Isiah Kiner-Falefa out at 2nd.    Kevin Kiermaier to 1st.",R,L,L,HOU,TOR,B,,,1,1,2024,1.26,0.5,-0.19,1.32,,,643396,1,8,Top,,,,,,,-4.8165576,-137.1902588,-7.730605297,16.96286731,33.24278673,-24.23272194,3.25,1.56,,,,93.9,2123,6.3,746411,605170,547989,514888,608324,665161,670541,676801,663656,54.2,,,,,,,,54,3,Sinker,1,0,0,1,0,1,0,1,Strategic,Standard,137,0,0.054,,,,-0.054,,1,-1,0.745,0.255,30,34,31,34,3,2,5,1,26,1,2.08,1.26,1.26,44.2
SI,4/2/2024,91.1,1.98,4.76,"Story, Trevor",596115,622072,strikeout,foul_tip,,,,,1,Trevor Story strikes out on a foul tip.,R,R,L,OAK,BOS,S,2,,0,2,2024,1.44,0.7,-0.38,3.23,,,,1,5,Top,,,,,,,-8.963028897,-132.3709245,0.569791644,18.83320746,28.07479231,-24.3225661,3.41,1.61,,,,90.7,2013,6.1,745680,669127,676116,680869,605204,669397,664913,668709,671732,54.41,,0,0,1,0,0,,39,3,Sinker,4,3,3,4,3,4,3,4,Standard,Standard,116,0.023,-0.102,,,,0.102,,1,-1,0.676,0.324,33,31,33,32,3,2,5,1,7,1,2.06,1.44,-1.44,17.2
FF,4/2/2024,93.7,-2.4,6.56,"Campusano, Luis",669134,571945,,foul_tip,,,,,8,Luis Campusano flies out sharply to right fielder Jordan Walker.,R,R,R,SD,STL,S,,,0,0,2024,-0.41,1.33,0.16,1.93,,,,1,6,Bot,,,,,,,7.522586796,-136.0142628,-9.10872457,-6.811724369,31.83884204,-13.80722526,3.42,1.62,,,,93.6,2185,6.5,745439,575929,502671,680977,571448,691026,672279,687363,691023,54.01,,,,,,,,48,1,4-Seam Fastball,2,3,2,3,3,2,2,3,Standard,Standard,210,0,-0.023,,,,0.023,,-1,-1,0.347,0.347,35,25,36,26,3,2,5,1,6,3,1.3,0.41,0.41,49.2
SL,4/2/2024,90.1,-0.82,6.19,"Castellanos, Nick",592206,668933,,blocked_ball,,,,,14,Nick Castellanos lines out to left fielder Spencer Steer.,R,R,R,PHI,CIN,B,,,1,2,2024,0.72,0.06,1.65,0.46,681082,,,2,6,Bot,,,,,,,4.549277339,-131.0474676,-8.276320767,7.280493272,28.50711999,-29.83390657,3.69,1.84,,,,88.9,2717,5.6,745598,663886,687952,663697,600869,682829,668715,666181,641584,54.89,,,,,,,,46,4,Slider,3,1,3,1,1,3,3,1,Standard,Standard,49,0,0.021,,,,-0.021,,2,2,0.848,0.848,26,32,26,32,3,2,,1,6,1,2.75,-0.72,-0.72,44.7
ST,4/2/2024,84.7,-1.37,5.72,"India, Jonathan",663697,605513,,ball,,,,,14,"Jonathan India grounds out, third baseman Alec Bohm to first baseman Bryce Harper.",R,R,R,PHI,CIN,B,,,1,2,2024,1.74,0.28,1.73,1.83,,668715,,2,5,Top,,,,,,,3.772983833,-123.2359931,-3.235955229,16.73142171,27.4378048,-28.84008747,3.31,1.46,,,,84.2,2655,6.3,745598,596117,547180,681082,664761,607208,669016,679032,592206,54.23,,,,,,,,34,4,Sweeper,2,1,1,2,1,2,1,2,Standard,Standard,74,0,0.041,,,,-0.041,,1,-1,0.666,0.334,31,27,32,28,3,2,,1,6,1,2.93,-1.74,-1.74,26.9
SL,4/2/2024,84.4,-2.3,5,"Brennan, Will",686823,622491,,foul,,,,,9,"Will Brennan grounds out, third baseman Josh Rojas to first baseman Ty France.",R,L,R,SEA,CLE,S,,,1,0,2024,-0.05,0.01,0.5,1.95,,,,0,6,Top,,,,,,,6.453479902,-122.9211216,-0.899275173,-1.492014613,19.56286543,-32.05454468,3.4,1.55,4,38.7,-27,83.4,2177,5.2,745273,663728,664034,593871,668942,641487,686527,677594,571745,55.33,,,,,,,,43,2,Slider,0,4,4,0,4,0,4,0,Standard,Standard,318,0,-0.044,,,,0.044,88,-4,4,0.074,0.926,31,26,32,26,3,2,5,1,6,1,3.13,0.05,-0.05,14.6
SL,4/2/2024,84.7,-2.13,5.59,"Winn, Masyn",691026,506433,,ball,,,,,11,Masyn Winn flies out to center fielder Jackson Merrill.,R,R,R,SD,STL,B,,,1,0,2024,0.67,0.1,-1.01,2.84,,691023,,2,7,Top,,,,,,,1.296331917,-123.5026047,-0.327443458,6.690411468,23.04229608,-31.31960389,3.47,1.61,,,,85.9,2739,6.8,745439,669134,630105,593428,642180,673490,595777,701538,665487,53.7,,,,,,,,53,2,Slider,2,3,3,2,3,2,3,2,Standard,Standard,109,0,0.026,,,,-0.026,,-1,1,0.314,0.686,37,22,38,22,3,2,5,1,6,2,3.05,-0.67,-0.67,39
FF,4/2/2024,92.2,-1.48,5.67,"Garver, Mitch",641598,669456,,called_strike,,,,,8,Mitch Garver strikes out swinging.,R,R,R,SEA,CLE,S,,,0,0,2024,-0.75,1.39,0.21,1.84,,571745,,2,6,Bot,,,,,,,6.00933638,-134.0454773,-7.075782143,-10.34058202,26.2472133,-14.00774985,3.48,1.69,,,,93.6,2243,7,745273,595978,647304,665926,608070,677587,680757,671289,686823,53.54,,,,,,,,51,1,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,216,0,-0.045,,,,0.045,,-4,-4,0.073,0.073,29,33,29,33,3,2,5,1,,1,1.27,0.75,0.75,44.4
KC,4/2/2024,78.7,-3.23,5.69,"Torres, Gleyber",650402,668678,,ball,,,,,14,Gleyber Torres lines out to second baseman Ketel Marte.,R,R,R,AZ,NYY,B,,,0,2,2024,0.43,-1.03,0.36,0.59,,,,0,6,Top,,,,,,,7.033689915,-114.4562505,-2.372285885,2.512754422,20.3554025,-41.0051018,3.23,1.45,,,,79.4,2466,6.7,747220,672515,572233,606466,553993,672695,666971,678489,664983,53.8,,,,,,,,42,3,Knuckle Curve,3,0,0,3,0,3,0,3,Standard,Standard,33,0,0.021,,,,-0.021,,3,-3,0.872,0.128,28,27,29,28,3,2,5,1,6,1,4.7,-0.43,-0.43,40.7
SI,4/2/2024,92.7,-1.53,6.04,"Jones, Nolan",666134,665871,,called_strike,,,,,2,Nolan Jones strikes out swinging.,R,L,R,CHC,COL,S,,,0,1,2024,-1.36,0.96,0.21,3.61,,453568,,1,6,Top,,,,,,,7.449789374,-134.7099576,-2.511320087,-18.22707829,30.3903291,-20.12285738,3.77,1.69,,,,92.9,1915,6.6,746898,665804,643265,663538,663611,621020,664023,641355,673548,53.94,,,,,,,,51,2,Sinker,7,0,0,7,0,7,0,7,Standard,Standard,206,0,-0.08,,,,0.08,,7,-7,0.986,0.014,26,26,27,26,3,2,,1,6,1,1.71,1.36,-1.36,53.8
FF,4/2/2024,93,1.18,6.32,"Renfroe, Hunter",592669,608344,force_out,hit_into_play,,,,,6,"Hunter Renfroe grounds into a force out, fielded by second baseman Tony Kemp.   Salvador Perez out at 2nd.",R,R,L,BAL,KC,X,4,ground_ball,2,2,2024,1.09,1.29,0.57,2.79,,,521692,2,5,Top,130.87,140.44,,,,,-3.975787593,-135.340677,-6.146526932,14.33063698,28.88144016,-15.19427517,3.45,1.64,11,107.4,-14,93.6,2122,6.6,747057,668939,663624,643393,676059,683002,681297,656775,656811,53.92,0.243,0.234,0,1,0,0,2,39,6,4-Seam Fastball,1,4,4,1,4,1,4,1,Standard,Standard,135,0.012,-0.197,,,0.243,0.197,107.4,-3,3,0.167,0.833,30,32,30,32,3,2,,1,8,1,1.34,1.09,-1.09,42.6
SL,4/2/2024,83.1,0.75,6.06,"Kiermaier, Kevin",595281,664285,,ball,,,,,12,"Kevin Kiermaier grounds into a force out, shortstop Jeremy PeÃ±a to second baseman Jose Altuve.   Isiah Kiner-Falefa out at 2nd.    Kevin Kiermaier to 1st.",R,L,L,HOU,TOR,B,,,0,1,2024,-0.05,-0.37,1.7,2.75,,,643396,1,8,Top,,,,,,,2.231835453,-121.0044324,-0.392458287,-0.902612887,24.67398084,-35.9123789,3.31,1.61,,,,82,2435,5.6,746411,605170,547989,514888,608324,665161,670541,676801,663656,54.89,,,,,,,,54,2,Slider,1,0,0,1,0,1,0,1,Strategic,Standard,282,0,0.035,,,,-0.035,,1,-1,0.745,0.255,30,34,31,34,3,2,5,1,26,1,3.68,-0.05,-0.05,41
FF,4/2/2024,94.9,-1.77,5.37,"Contreras, William",661388,686973,,swinging_strike,,,,,3,William Contreras lines out to third baseman Willi Castro.,R,R,R,MIL,MIN,S,,,3,1,2024,-0.9,1.19,0.44,3.24,,,,1,4,Bot,,,,,,,7.923964359,-138.0277222,-2.587645514,-13.27987386,30.81621776,-16.61831616,3.49,1.62,,,,96.2,2117,7.1,746009,543877,467793,666397,650489,621043,670242,621439,596146,53.41,,,,,,,,36,5,4-Seam Fastball,3,1,3,1,1,3,3,1,Strategic,Standard,207,0,-0.058,,,,0.058,,2,2,0.779,0.779,26,26,27,27,3,2,,2,7,1,1.35,0.9,0.9,36.6
FF,4/2/2024,95.8,2.33,6.2,"Olson, Matt",621566,676979,,ball,,,,,7,Matt Olson strikes out swinging.,R,L,L,CWS,ATL,B,,,0,1,2024,0.59,1.36,-0.75,1.91,,,,0,7,Top,,,,,,,-9.562922926,-138.920536,-8.827422982,9.830658966,32.65788298,-12.71844305,3.57,1.62,,,,96.5,2525,7,746814,455117,683734,670032,660162,669699,643217,673357,666150,53.51,,,,,,,,45,2,4-Seam Fastball,1,0,0,1,0,1,0,1,Infield shade,Standard,135,0,0.023,,,,-0.023,,1,-1,0.7,0.3,25,30,25,30,3,2,5,1,5,3,1.15,0.59,0.59,37.6
ST,4/2/2024,80.2,1.54,5.46,"SuÃ¡rez, Eugenio",553993,641482,,ball,,,,,14,Eugenio SuÃ¡rez called out on strikes.,R,R,L,AZ,NYY,B,,,1,2,2024,-1.14,0.37,0.31,1.41,,,,2,5,Bot,,,,,,,-0.547956441,-116.7773272,-2.960130845,-10.33688621,22.06048814,-28.41280967,3.46,1.67,,,,79.6,2463,5.8,747220,624431,519203,650402,665828,683011,657077,592450,665742,54.67,,,,,,,,41,4,Sweeper,3,0,3,0,0,3,3,0,Standard,Standard,279,0,0.015,,,,-0.015,,3,3,0.876,0.876,29,32,30,33,3,2,5,1,6,1,3.17,-1.14,1.14,42.8
SL,4/2/2024,82.6,-1.78,5.91,"Vaughn, Andrew",683734,625643,,ball,,,,,11,"Andrew Vaughn grounds into a double play, shortstop Orlando Arcia to second baseman Ozzie Albies to first baseman Matt Olson.   Gavin Sheets out at 2nd.    Andrew Vaughn out at 1st.",R,R,R,CWS,ATL,B,,,1,2,2024,0.56,-0.22,-0.4,4.41,,660162,657757,1,6,Bot,,,,,,,2.058270727,-120.3496822,3.406112618,5.236630905,19.02205866,-35.05993108,3.28,1.51,,,,83.6,2334,6.5,746814,644433,621566,645277,663586,606115,594807,671739,660670,54.03,,,,,,,,44,5,Slider,1,0,1,0,0,1,1,0,Standard,Standard,90,0,0.068,,,,-0.068,,1,1,0.778,0.778,30,26,30,26,3,2,,1,7,2,3.5,-0.56,-0.56,42.5
FC,4/2/2024,83,1.56,6.21,"Bride, Jonah",681146,542881,,foul,,,,,1,Jonah Bride strikes out swinging.,R,R,L,MIA,LAA,S,,,0,1,2024,-0.36,0.94,-0.72,2.89,,641313,541645,2,7,Bot,,,,,,,-4.48206552,-120.9343577,-3.022982637,-2.767152793,21.43575787,-22.55640397,3.14,1.46,271,82.8,26,82.9,2243,6,746086,681351,694384,592273,543685,687263,621493,545361,543305,54.52,,,,,,,,53,2,Cutter,0,3,0,3,3,0,0,3,Standard,Standard,173,0,-0.073,,,,0.073,88,-3,-3,0.115,0.115,34,28,35,29,3,2,,4,6,33,2.34,-0.36,0.36,61.3
SI,4/2/2024,92.8,-1.88,5.82,"Heim, Jonah",641680,621107,,ball,,,,,14,Jonah Heim singles on a fly ball to right fielder Amed Rosario.   Adolis GarcÃ­a scores.    Jared Walsh to 2nd.,R,L,R,TB,TEX,B,,,0,0,2024,-1.43,0.51,1.08,2.31,666969,,665120,1,7,Top,,,,,,,10.83082692,-134.6138257,-4.253313829,-19.87365083,32.70407994,-25.16440316,3.54,1.6,,,,93.4,2225,7.1,745111,650907,650490,678554,670623,676609,668227,642350,642708,53.42,,,,,,,,51,1,Sinker,5,0,0,5,0,5,0,5,Infield shade,Standard,230,0,0.042,,,,-0.042,,5,-5,0.951,0.049,30,29,30,29,3,2,5,1,6,1,2.18,1.43,-1.43,31.7
SL,4/2/2024,85.6,2.27,5.84,"Neto, Zach",687263,666200,,ball,,,,,13,Zach Neto doubles (1) on a line drive to left fielder Bryan De La Cruz.,R,R,L,MIA,LAA,B,,,1,2,2024,0.17,0.17,-0.57,-0.15,,,,0,6,Top,,,,,,,-6.951764661,-124.2913305,-8.068818379,3.250953886,25.80014737,-28.90060932,3.18,1.6,,,,84.2,2524,5.5,746086,663743,669394,650333,681146,641313,650559,665862,541645,54.95,,,,,,,,35,4,Slider,0,1,1,0,1,0,1,0,Standard,Standard,29,0,0.036,,,,-0.036,,-1,1,0.333,0.667,26,23,27,23,2,1,5,1,6,1,2.96,0.17,-0.17,34.9
SI,4/2/2024,93.4,-2.18,6.61,"Profar, Jurickson",595777,571945,strikeout,called_strike,,,,,6,Jurickson Profar called out on strikes.,R,L,R,SD,STL,S,2,,2,2,2024,-1.07,1.1,0.52,2.46,,,,0,6,Bot,,,,,,,9.292611354,-135.6138123,-7.317776123,-15.28900161,29.65745257,-17.17997819,3.23,1.59,,,,93.2,2203,6.3,745439,575929,502671,680977,571448,691026,672279,687363,691023,54.22,,0,0,1,0,0,,47,5,Sinker,2,3,2,3,3,2,2,3,Standard,Standard,209,-0.04,-0.203,,,,0.203,,-1,-1,0.387,0.387,35,31,36,31,3,2,5,1,6,1,1.53,1.07,-1.07,48.9
FF,4/2/2024,90.1,3.26,4.92,"DÃ­az, Yandy",650490,571760,,swinging_strike,,,,,2,Yandy DÃ­az reaches on a fielding error by first baseman Jared Walsh.,R,R,L,TB,TEX,S,,,1,1,2024,1.41,1.03,0.06,3.47,,,,2,5,Bot,,,,,,,-11.01208169,-130.6450389,0.256522912,18.54453148,29.83226175,-20.73999107,3.42,1.67,,,,90.3,2411,6.8,745111,641680,665120,543760,669701,608369,694497,665750,666969,53.72,,,,,,,,37,3,4-Seam Fastball,1,0,1,0,0,1,1,0,Standard,Standard,116,0,-0.025,,,,0.025,,1,1,0.677,0.677,33,32,33,33,3,2,,1,6,1,1.82,1.41,-1.41,29.7
CH,4/2/2024,87.2,-1.35,4.78,"Outman, James",681546,657277,field_out,hit_into_play,,,,,8,James Outman lines out sharply to first baseman Wilmer Flores.,R,L,R,LAD,SF,X,3,line_drive,1,1,2024,-0.92,-0.11,0.04,1.8,,571970,606192,0,4,Bot,159.32,168.69,,,,,5.334657617,-126.9384649,-0.772260243,-11.00915567,25.18427127,-33.45119188,3.45,1.67,123,103.1,7,88.9,1568,7.2,746169,672275,527038,642731,656305,605113,624424,808982,573262,53.27,0.66,0.611,0,1,0,0,4,33,3,Changeup,2,2,2,2,2,2,2,2,Standard,Standard,267,-0.059,-0.483,,,0.739,0.483,103.1,0,0,0.663,0.663,27,27,28,27,2,1,5,1,5,3,3.1,0.92,-0.92,19.5
SI,4/2/2024,94.3,-1.96,5.81,"Diaz, Yainer",673237,621244,,foul,,,,,11,Yainer Diaz walks.,R,R,R,HOU,TOR,S,,,2,2,2024,-1.4,1.02,-1.04,2.57,,,,0,7,Bot,,,,,,,5.525793152,-137.0602746,-4.932025962,-18.85319828,33.03591752,-18.48898472,3.2,1.53,158,67.2,61,94.2,2046,6.5,746411,672386,665489,643396,676391,666182,676914,595281,543807,53.97,,,,,,,,47,5,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,228,0,0,,,,0,88,1,1,0.794,0.794,30,25,30,26,3,2,5,1,6,1,1.57,1.4,1.4,40.4
SL,4/2/2024,81.8,2.17,4.54,"Story, Trevor",596115,622072,,called_strike,,,,,6,Trevor Story strikes out on a foul tip.,R,R,L,OAK,BOS,S,,,0,1,2024,-0.47,-0.06,0.28,2.07,,,,1,5,Top,,,,,,,-3.339436397,-119.1609357,1.024415486,-3.945558616,20.9210074,-33.15514706,3.27,1.42,,,,81.7,2120,5.9,745680,669127,676116,680869,605204,669397,664913,668709,671732,54.56,,,,,,,,39,2,Slider,4,3,3,4,3,4,3,4,Standard,Standard,316,0,-0.036,,,,0.036,,1,-1,0.676,0.324,33,31,33,32,3,2,5,1,7,1,3.44,-0.47,0.47,15.6
SI,4/2/2024,94.7,-0.73,6.4,"Castellanos, Nick",592206,668933,,foul,,,,,7,Nick Castellanos lines out to left fielder Spencer Steer.,R,R,R,PHI,CIN,S,,,1,1,2024,-0.49,0.73,-0.73,2.24,681082,,,2,6,Bot,,,,,,,1.075439256,-137.8178789,-6.723193305,-6.5305797,30.35323222,-21.64228961,3.83,1.84,7,54.9,-15,93.4,2304,5.5,745598,663886,687952,663697,600869,682829,668715,666181,641584,54.98,,,,,,,,46,3,Sinker,3,1,3,1,1,3,3,1,Standard,Standard,211,0,-0.088,,,,0.088,88,2,2,0.848,0.848,26,32,26,32,3,2,,1,6,1,1.81,0.49,0.49,50.4
SI,4/2/2024,94.6,-1.95,5.25,"Bleday, JJ",668709,678394,,ball,,,,,13,JJ Bleday walks.   Nick Allen to 2nd.,R,L,R,OAK,BOS,B,,,2,0,2024,-1.37,0.4,-0.96,1.67,,,669397,2,5,Bot,,,,,,,5.646080345,-137.7598588,-4.591146684,-18.6929632,28.68462465,-26.2574084,3.18,1.69,,,,95,1971,6.3,745680,657136,666915,622569,646240,596115,680776,678882,641933,54.17,,,,,,,,44,3,Sinker,4,3,4,3,3,4,4,3,Infield shade,Standard,238,0,0.064,,,,-0.064,,1,1,0.689,0.689,25,26,25,27,3,2,5,1,7,1,2.13,1.37,-1.37,28.9
ST,4/2/2024,81.2,-2.11,5.64,"Winn, Masyn",691026,506433,,ball,,,,,13,Masyn Winn flies out to center fielder Jackson Merrill.,R,R,R,SD,STL,B,,,0,0,2024,1.28,-0.1,-0.96,2.04,,691023,,2,7,Top,,,,,,,0.115745076,-118.2629023,-1.170683846,11.91056685,24.97427233,-33.13056172,3.47,1.59,,,,81.6,2681,6.8,745439,669134,630105,593428,642180,673490,595777,701538,665487,53.73,,,,,,,,53,1,Sweeper,2,3,3,2,3,2,3,2,Standard,Standard,53,0,0.016,,,,-0.016,,-1,1,0.314,0.686,37,22,38,22,3,2,5,1,6,2,3.59,-1.28,-1.28,40.1
FC,4/2/2024,87.5,-1.9,5.96,"Jones, Nolan",666134,665871,,foul,,,,,9,Nolan Jones strikes out swinging.,R,L,R,CHC,COL,S,,,0,0,2024,0.4,0.27,0.31,2.25,,453568,,1,6,Top,,,,,,,4.532735879,-127.4031202,-3.389724729,3.435132856,26.96738121,-28.70488048,3.76,1.77,25,81.8,-4,87.9,2003,6.6,746898,665804,643265,663538,663611,621020,664023,641355,673548,53.92,,,,,,,,51,1,Cutter,7,0,0,7,0,7,0,7,Standard,Standard,158,0,-0.045,,,,0.045,88,7,-7,0.986,0.014,26,26,27,26,3,2,,1,6,1,2.71,-0.4,0.4,50.3
SI,4/2/2024,93.3,-0.91,6.25,"Castellanos, Nick",592206,668933,,swinging_strike,,,,,13,Nick Castellanos lines out to left fielder Spencer Steer.,R,R,R,PHI,CIN,S,,,1,0,2024,-0.59,0.52,-0.55,0.95,681082,,,2,6,Bot,,,,,,,2.196756564,-135.6594123,-8.892689187,-7.813916128,30.45809939,-24.03759945,3.83,1.84,,,,92.2,2325,5.8,745598,663886,687952,663697,600869,682829,668715,666181,641584,54.75,,,,,,,,46,2,Sinker,3,1,3,1,1,3,3,1,Standard,Standard,213,0,-0.047,,,,0.047,,2,2,0.848,0.848,26,32,26,32,3,2,,1,6,1,2.11,0.59,0.59,47.7
FC,4/2/2024,88.4,-1.73,5.43,"Contreras, William",661388,686973,,ball,,,,,14,William Contreras lines out to third baseman Willi Castro.,R,R,R,MIL,MIN,B,,,2,1,2024,-0.03,0.19,1.15,0.6,,,,1,4,Bot,,,,,,,7.127771396,-128.5494405,-6.155321282,-1.677198474,25.19414164,-29.04344523,3.57,1.8,,,,89.3,2566,6.8,746009,543877,467793,666397,650489,621043,670242,621439,596146,53.71,,,,,,,,36,4,Cutter,3,1,3,1,1,3,3,1,Strategic,Standard,153,0,0.077,,,,-0.077,,2,2,0.779,0.779,26,26,27,27,3,2,,2,7,1,2.72,0.03,0.03,44.2
FF,4/2/2024,89.9,-3.13,5.86,"Torres, Gleyber",650402,668678,,foul,,,,,11,Gleyber Torres lines out to second baseman Ketel Marte.,R,R,R,AZ,NYY,S,,,0,1,2024,-0.51,1.55,-0.3,3.51,,,,0,6,Top,,,,,,,8.144656509,-130.7722858,-3.170944652,-7.494305334,26.60341841,-13.88794225,3.17,1.54,116,89.9,72,90.5,2337,6.6,747220,672515,572233,606466,553993,672695,666971,678489,664983,53.93,,,,,,,,42,2,4-Seam Fastball,3,0,0,3,0,3,0,3,Standard,Standard,209,0,-0.049,,,,0.049,89.9,3,-3,0.872,0.128,28,27,29,28,3,2,5,1,6,1,1.27,0.51,0.51,42.7
FF,4/2/2024,91.7,-1.47,5.67,"Haniger, Mitch",571745,669456,double,hit_into_play,,,,,6,Mitch Haniger hits a ground-rule double (2) on a fly ball to right-center field.,R,R,R,SEA,CLE,X,,fly_ball,3,2,2024,-0.58,1.44,0.65,2.22,,,,2,6,Bot,168.16,57.04,,,,,6.694478687,-133.3625204,-6.085756271,-8.362344298,27.00613251,-13.84341908,3.31,1.56,366,95.1,27,93,2312,7,745273,595978,647304,665926,608070,677587,680757,671289,686823,53.54,0.214,0.302,1.25,1,1,1,5,50,7,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,219,0.014,0.21,,,0.514,-0.21,95.1,-4,-4,0.059,0.059,29,33,29,34,3,2,5,1,,1,1.26,0.58,0.58,42.9
